id,timestamp,product_count
1,01.06.2023 23:36,36
,,
title,price,seller,url
"16.2"" Ноутбук Apple Macbook pro, Apple M2 Pro (12C CPU, 19С GPU), RAM 16 ГБ, SSD 512 ГБ, Apple M2 Pro, macOS, серебристый, Английская клавиатура","8883,54",iStore93,https://ozon.by/product/16-2-noutbuk-apple-macbook-pro-apple-m2-pro-12c-cpu-19s-gpu-ram-16-gb-ssd-512-gb-apple-m2-pro-971252502/?asb=oeNI9YVzG8kUCI1YHOr0ov3wORn1AgyOzZNGKjKUOhI%253D&asb2=h8MJJbxsuB3WdiciUurEriyhwddJDy22thw8ovhTlyTQBHUZ2cPlVhT9ByOYYi_z&avtc=1&avte=2&avts=1685651807
"14"" Ноутбук Apple Macbook Pro 14 2023, Apple M2 Max (12C CPU, 30С GPU), RAM 32 ГБ, SSD 1024 ГБ, Apple M2 Max, macOS, (MPHK3LL/A), Серебристый","14454,01",Прайм,https://ozon.by/product/14-noutbuk-apple-macbook-pro-14-2023-apple-m2-max-12c-cpu-30s-gpu-ram-32-gb-ssd-1024-gb-apple-m2-max-994331450/?asb=VgBe%252B5J6FArVBF%252B05ViJyGesRbaMI0LpYwVSKU%252BTp4o%253D&asb2=20oOeLcJ2bD1YVsgvvpMFqwaDfKVZHWcsXLny55UbAedExGznrHfX3FnEgbn8ntV&avtc=1&avte=2&avts=1685651807
"14.2"" Ноутбук Apple Macbook Pro, Apple M1 Pro (8C CPU, 14C GPU), RAM 16 ГБ, SSD 512 ГБ, macOS, серебристый, Английская клавиатура","6759,13",iStore93,https://ozon.by/product/14-2-noutbuk-apple-macbook-pro-apple-m1-pro-8c-cpu-14c-gpu-ram-16-gb-ssd-512-gb-macos-serebristyy-927208917/?asb=%252Bf6%252FREJYyDfCvvD2jpLaaiwUlxKIVJL8tHhMM73Kl%252FI%253D&asb2=hLXpDylfWGFUeFaq3-d_UNumOEdP0L8Iucb1AWRw_C5QuqCbamrYj_wpeR7tuZ6v&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Air 13 Late 2020 MGN63, Apple M1 (3.2 ГГц), RAM 8 ГБ, macOS, (10), Space Gray (серый космос)","3239,28",Best Gadgets RnD,https://ozon.by/product/noutbuk-apple-macbook-air-13-late-2020-mgn63-space-gray-kosmicheskiy-seryy-998073394/?asb=xduUAfO2Q%252F5fmHUI7CC2nsDUdnzqFQwOXSEhRQidlMk%253D&asb2=jwmubHOFaat58X7fQ1Hg4Pnt3TqDubBoGLZsAB-niG7pKi1nJq6t-24GRk5TDrx8&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Air 13 256GB, Apple M1 (3.2 ГГц), RAM 8 ГБ, SSD, Apple M1, macOS, серебристый, Английская клавиатура","3300,55",Умный дом,https://ozon.by/product/13-3-noutbuk-apple-macbook-air-13-256gb-apple-m1-3-2-ggts-ram-8-gb-ssd-apple-m1-macos-serebristyy-784304232/?asb=FYTJ42bqKJO9ervZ86peJfRkDb0dccIwJ0Zm4vPVWHo%253D&asb2=_nscJJUpX1GMQBZCKg74sRePlHQDKX1nKMUm6iFjkW5FxtzzPCBAFK6-R9Sc95QB&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple Apple MacBook Air 13’’ M1 Space Gray (Серый космос) 8C CPU / 7C GPU / RAM 8 GB /  256GB SSD MGN63 A2337, Apple M1 (3.2 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (А2337), Space Gray, Английская клавиатура","3347,25",iSales,https://ozon.by/product/13-3-noutbuk-apple-apple-macbook-air-13-m1-space-gray-seryy-kosmos-8c-cpu-7c-gpu-ram-8-gb-256gb-790723264/?asb=wj927I1zpAzjjYLcUAEUV9lNQ0ZhuU3St2eVdWu%252F4rY%253D&asb2=gA1YYX5fRNWvFwkr0iddw1vF068L2JgXZThMoiT3rwCQGpTV-z21Y2sy30DTMkAD&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Air M1/8Gb/256/13/3, Apple M1 (3.2 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (mgn63pa/a), Серебристый металлик, Английская клавиатура","3158,59",iTMaster store,https://ozon.by/product/13-3-noutbuk-apple-macbook-air-m1-8gb-256-13-3-apple-m1-3-2-ggts-ram-8-gb-ssd-256-gb-apple-m1-macos-808879435/?asb=E1UmRu7Mg7%252FXGaWiT9d%252BJzShbbnmhxk9u88aS1WVOcE%253D&asb2=0VhhrXMKJsK7QpSXgJ3i9SZyuaMdiE2BrvbMOvMBBsu4cvBzgx_DzuEMqWA84nPa&avtc=1&avte=2&avts=1685651807
"16"" Ноутбук Apple MacBook Pro 16 2023, Apple M2 Pro (12C CPU, 19С GPU), RAM 16 ГБ, SSD 512 ГБ, Apple M2 Pro, macOS, (MNWC3_RUSG), Серебристый","12756,28",Прайм,https://ozon.by/product/16-noutbuk-apple-macbook-pro-16-2023-apple-m2-pro-12c-cpu-19s-gpu-ram-16-gb-ssd-512-gb-apple-m2-pro-1008756489/?asb=8xGKY2rPC9rGCzkPR8NsLJ94myWsq22fgsySktanQ04%253D&asb2=faDYLoeuIX5VNQ6Q19OD0IGD0QKKIoQSo3OCfN-uqqWazgUWrpxiu83-P_aGC6Z-&avtc=1&avte=2&avts=1685651807
"13.6"" Ноутбук Apple Apple MacBook Air 13.6’’ M2 Midnight (Полуночный черный) 8C CPU / 8C GPU / RAM 8 GB /  256GB SSD MLY33 , Apple M2 (3.5 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M2, macOS, (А2681), Midnight, Английская клавиатура","4460,97",iSales,https://ozon.by/product/13-6-noutbuk-apple-apple-macbook-air-13-6-m2-midnight-polunochnyy-chernyy-8c-cpu-8c-gpu-ram-8-790835354/?asb=HTlar%252Fb8U2svkS1KONt3vSrzVQ94F4f0wgv90jzP%252FSA%253D&asb2=DmRe1x4ybg7DjBZC436tNMS72om--08M6jmNOESGjaR4rncFDvcWksZoFYp-atGF&avtc=1&avte=2&avts=1685651807
"16.2"" Ноутбук Apple MacBook Pro 16 M2 Pro 12/19C 16/512GB Silver, RAM 16 ГБ, macOS, (194253297970,194253298403,2003006683435,194253236320), Серебристый","11043,50",Эльдорадо,https://ozon.by/product/16-2-noutbuk-apple-macbook-pro-16-m2-pro-12-19c-16-512gb-silver-ram-16-gb-macos-194253297970-945465114/?asb=sf%252FU0ljeGKHOrafswaxo%252FcGt0Lvh2mzpDsVu4Kv5FoQ%253D&asb2=No_p6qH37mbN8wPCBy7NnP3wO7XG8TidHiz1P1r5XzrBI99EqVQ7ELFTUSIbSnAO&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple Apple MacBook Air 13’’ M1 Silver (Серебристый) 8C CPU / 7C GPU / RAM 8 GB /  256GB SSD MGN93 A2337, Apple M1 (3.2 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (А2337), Silver, Английская клавиатура","3343,41",iSales,https://ozon.by/product/13-3-noutbuk-apple-apple-macbook-air-13-m1-silver-serebristyy-8c-cpu-7c-gpu-ram-8-gb-256gb-ssd-790731584/?asb=gaVOHmriY3Ynw%252FyyQ8clAGHu3t5FcgaMDd%252FPqszKHuk%253D&asb2=4JzoCmp__1n8lNDVQ8yRE14DLjkOfrbsflvKMhNyWkQ_RjZjq0G7mv8pdqeD8bZz&avtc=1&avte=2&avts=1685651807
"16,2"" Ноутбук Apple Macbook pro, Apple M2 Pro (12C CPU, 19С GPU), RAM 16 ГБ, SSD 512 ГБ, Apple M2 Pro, macOS, серый космос, Английская клавиатура","8883,54",iStore93,https://ozon.by/product/16-2-noutbuk-apple-macbook-pro-apple-m2-pro-12c-cpu-19s-gpu-ram-16-gb-ssd-512-gb-apple-m2-pro-macos-971234509/?asb=6s4GLJ1zdUZNiDY4eYildepKiM6cUqjAsV%252FxX4Kurek%253D&asb2=DCFKIuuV7Z7bxCs9eWweaPo9BB_U0RkbaxrYHMU9P_LSbOxAC5XET_kynvQb881k&avtc=1&avte=2&avts=1685651807
"13.6"" Ноутбук Apple Macbook Air 13 2022, Apple M2 (3.5 ГГц), RAM 8 ГБ, SSD, Apple M2, macOS, (7), Midnight, Российская клавиатура","4548,55",ХВОФ,https://ozon.by/product/13-6-noutbuk-apple-macbook-air-13-2022-apple-m2-3-5-ggts-ram-8-gb-ssd-apple-m2-macos-7-midnight-856157523/?asb=K5XcDB6TAjhCiudE6Of2ILdDDBSACj4CIRHOP4n12SE%253D&asb2=TnsdStcGfPVH2ZClfVf5ozbzugSLoQxgnl6QFaumsxzclQKCE3p5mp8AZktsvaUn&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Air, Apple M1 (3.2 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (MGN63RU/A), Space Gray. Уцененный товар, Российская клавиатура","3735,06",ОМК,https://ozon.by/product/13-3-noutbuk-apple-macbook-air-apple-m1-3-2-ggts-ram-8-gb-ssd-256-gb-apple-m1-macos-mgn63ru-a-927775151/?asb=l43Jjjf8UL0Sgnv35m3qwNOVVBhC1VAGFF8e1fclpWY%253D&asb2=0Q0SArkX1uXF2f1XqYW_tqH4fASLs6j5RmjbqOuYBnRfxTVQaEDEp4G8E_6vHZCU&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple macbook pro, Apple M2 (8C CPU, 10C GPU), RAM 8 ГБ, SSD 512 ГБ, macOS, серебристый, Английская клавиатура","4866,47",iStore93,https://ozon.by/product/13-3-noutbuk-apple-macbook-pro-apple-m2-8c-cpu-10c-gpu-ram-8-gb-ssd-512-gb-macos-serebristyy-924174809/?asb=HKNoIf8ZJojErmV6xecwrm56fGwfbOgKHNn%252FUX1z4rA%253D&asb2=jXOnEe52hXeg0h9HV7VItUZwlMoiXJ55BWzIZrEzka601Qvwg3bOjdYjRYh3ibSr&avtc=1&avte=2&avts=1685651807
"Ноутбук Apple Air 13 Late 2020, RAM 8 ГБ","3576,60",ЭЛЕКТРОНИКА,https://ozon.by/product/noutbuk-apple-air-13-late-2020-ram-8-gb-1000964063/?asb=pn3PQPirq8El4fYDDY0LCP0d%252F%252FwnnCylZCTthzSJd8k%253D&asb2=gybhROFx0Ebxm6LC0PRl8iCAgtSAt_PUx_0YnS9siVZ0p5zqOAJ3pB8ChXUnf30x&avtc=1&avte=2&avts=1685651807
"13,6"" Ноутбук Apple MacBook Air 13.6 M2/8 core/16Gb/SSD256Gb/8 core GPU/Mac OS/midnight (A2681), Apple M2 (8C CPU, 8C GPU), RAM 16 ГБ, macOS, Серебристый, Английская клавиатура","6640,50",Империя техно,https://ozon.by/product/13-6-noutbuk-apple-macbook-air-13-6-m2-8-core-16gb-ssd256gb-8-core-gpu-mac-os-midnight-a2681-apple-998599765/?asb=6PrfXHp4mLRBezc10I2cHVDc6LkBa%252B91RBVNwLqFNAs%253D&asb2=n_2OcSEyqbSSmdsb01MeHtj1ppW0XxAPU--hPptKUriMJnJdT4a2uyQq-ipZfID3&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Air 13, Apple M1 (8C CPU, 7C GPU), RAM 8 ГБ, SSD, Apple M1, macOS, (MGND3), Gold, Российская клавиатура","4051,73",Электроника для Вас,https://ozon.by/product/noutbuk-apple-mgnd3-774445538/?asb=GmuTQirlbklvAUmc7gYEOQR%252FL1eeqPVI6tsu5Y5CTRI%253D&asb2=JSNFsMda-IVWZuykGNU2HIugpYdbOP8oXccGHL4fAnWL0ysu7OElkAWoSrbHAWK7&avtc=1&avte=2&avts=1685651807
"Ноутбук Apple MacBook Pro 2022, RAM 8 ГБ, SSD 256 ГБ, Apple M2, macOS, Серебристый","4821,06",TECHNO-WORLD,https://ozon.by/product/noutbuk-apple-macbook-pro-2022-ram-8-gb-ssd-256-gb-apple-m2-macos-serebristyy-640651684/?asb=aZDEYrdtUAIXBHsYuaVtl6eru0yXoDAiN3k57fImeks%253D&asb2=U9_M8gzeM6Dze77h4yXYsXntkt2Q8PdOZk3yCiSZZ-kZQUREKnbDzP2GkeEnctw9&avtc=1&avte=2&avts=1685651807
"14"" Ноутбук Apple MacBook Pro 14"" Apple M1 Pro Space Gray / 8C CPU / 14C GPU / RAM 16GB / SSD 512GB, Apple M1 Pro, RAM 16 ГБ, SSD 512 ГБ, Apple M1, macOS, (А2442), Серый Космос, Российская клавиатура","6372,29",iSales,https://ozon.by/product/14-noutbuk-apple-macbook-pro-14-apple-m1-pro-space-gray-8c-cpu-14c-gpu-ram-16gb-ssd-512gb-apple-996977191/?asb=GYnTRiVlmdWvhmJMDVQf4AgeI2cX1tXfY55IWzp%252FpbU%253D&asb2=mwsOnZrr5oPRMR3rozDT0j38e5qtdEy_Pfgc67a9lI1vuqQ_sDIvq0EERkkJm_Jk&avtc=1&avte=2&avts=1685651807
"13.6"" Ноутбук Apple Apple MacBook Air 13.6’’ M2 Silver (Серебристый) 8C CPU / 8C GPU / RAM 8 GB /  256GB SSD MLXY3, Apple M2 (3.5 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M2, macOS, (А2681), Silver, Английская клавиатура","4499,43",iSales,https://ozon.by/product/13-6-noutbuk-apple-apple-macbook-air-13-6-m2-silver-serebristyy-8c-cpu-8c-gpu-ram-8-gb-256gb-964252637/?asb=WXD4D0eWZ%252FskhzVJ1vxEXJ0bQ895SeWm8WNwsm1gDFs%253D&asb2=jVhjD60b1s63HUn-3HFDVPjdmrCF6E_oNUFZAxmgNYGP9iJBFm0ZeM_lNcHejjs7&avtc=1&avte=2&avts=1685651807
"13,3"" Ноутбук Apple MacBook Air 13, Apple M1 (8C CPU, 7C GPU), RAM 8 ГБ, SSD, Apple M1, macOS, (MGND3), Gold, Российская клавиатура","4247,66",СмартМаркет,https://ozon.by/product/13-3-noutbuk-apple-macbook-air-13-apple-m1-8c-cpu-7c-gpu-ram-8-gb-ssd-apple-m1-macos-mgnd3-gold-774205260/?asb=YFm2Ypl2cqcYZATnJUf%252FkAEpd%252BQiVxejmHcSmYMOfZA%253D&asb2=nvoamL9mFG3ZPhjazYUEW51r_0Awq9GgJDsS3KzJqelJntEclPm8Wrq9Qy-rOJc7&avtc=1&avte=2&avts=1685651807
"14.2"" Ноутбук Apple MacBook Pro 14 2023, Apple M2 Max (12C CPU, 30С GPU), RAM 32 ГБ, SSD 1024 ГБ, Apple M2 Max, macOS, (MPHG3LL/A), Серый космос","14454,01",Прайм,https://ozon.by/product/14-2-noutbuk-apple-macbook-pro-14-2023-apple-m2-max-12c-cpu-30s-gpu-ram-32-gb-ssd-1024-gb-apple-m2-992929648/?asb=HbzdcOH1mDtacltXyDgCUN72gPRgUnrFbx6Y5NIGU0s%253D&asb2=oIZrxXsE2MKVcJTz-n_erWCqsYNhKjK5bOC4hnlRT4nbkiYmKKe6lhBCrsFg39l1&avtc=1&avte=2&avts=1685651807
"13.6"" Ноутбук Apple MacBook Air M2, RAM 8 ГБ, SSD 256 ГБ, Apple M2, macOS, (MLY13LL/A), сияющая звезда, Английская клавиатура","4383,40",Умный дом,https://ozon.by/product/13-6-noutbuk-apple-macbook-air-m2-ram-8-gb-ssd-256-gb-apple-m2-macos-mly13ll-a-siyayushchaya-zvezda-784305229/?asb=dRV73Hu89C3Hb0vD5Ij8kG7CzuR9M%252F2wVX8Id7YaB18%253D&asb2=ktTkrzYqSWgPHhOJNSbepNe4oFRnf9RlrsR3eibhAvSTxr2Ov4XFzYmmedw8Csxx&avtc=1&avte=2&avts=1685651807
"13,3"" Ноутбук Apple MacBook Air 13 Late 2020 MGN63ZP/A Английская раскладка, Apple M1 (3.2 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (MGN63ZP/A), Space Gray, Английская клавиатура","3277,82",ЭЛЕКТРОНИКА,https://ozon.by/product/13-3-noutbuk-apple-macbook-air-13-late-2020-mgn63zp-a-angliyskaya-raskladka-apple-m1-3-2-ggts-ram-903015378/?asb=G1e%252FfS%252B%252FAbO7heiboOO2Ame7OCOw3lsO6T9i30Ek5Bk%253D&asb2=f8iws-OByCjfLu-Lv3kydp-dwk4JZRPBg5Ll6crFNjGTv_6p-b-A8yzqpCDnMJ80&avtc=1&avte=2&avts=1685651807
"13.6"" Ноутбук Apple MacBook Air M2, RAM 8 ГБ, SSD 256 ГБ, Apple M2, macOS, (MLY13LL/A), сияющая звезда, Английская клавиатура","4299,75",Дон-Телефон,https://ozon.by/product/13-6-noutbuk-apple-macbook-air-m2-ram-8-gb-ssd-256-gb-apple-m2-macos-mly13ll-a-siyayushchaya-zvezda-679799341/?asb=61B0ebpUKxC5Ou%252FB9ffPBQm8MOzgMNxNZKZhk5CVN%252Fg%253D&asb2=4n9km3Mu93dtLqy2UelL2n7vfxeSkOgKTetrkGEmRu9uZwehEP6osjmOCMHLhVy2&avtc=1&avte=2&avts=1685651807
"14.2"" Ноутбук Apple Macbook pro, Apple M2 Pro (12C CPU, 19С GPU), RAM 16 ГБ, SSD 1024 ГБ, Apple M2 Pro, macOS, серый космос, Английская клавиатура","9076,66",iStore93,https://ozon.by/product/14-2-noutbuk-apple-macbook-pro-apple-m2-pro-12c-cpu-19s-gpu-ram-16-gb-ssd-1024-gb-apple-m2-pro-macos-971358662/?asb=8C943Mnb%252F9dHBVAQm%252FtvT2pQGoJV7yRAK5EKeyEB1FY%253D&asb2=iKv5LX1obSlYZx3gBXBdm5hMz6M2bNe3kxFfT9x-AUT1ZjXGoaJ3i1ASHg2aucPN&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Air 13, Apple M1 (8C CPU, 7C GPU), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (MGND3), Gold, Российская клавиатура","4134,44",Территория Электроники,https://ozon.by/product/13-3-noutbuk-apple-macbook-air-13-apple-m1-8c-cpu-7c-gpu-ram-8-gb-ssd-256-gb-apple-m1-macos-774452483/?asb=eS7725etbzhUXpmaQtzY1I0CBsi2WCCGniKTKllNk0w%253D&asb2=PCX9QgsekzDXx8rcmMBO_KkRVXnq209n1_r7J81iAp19nrd-s79m7rOIact2KtGq&avtc=1&avte=2&avts=1685651807
"13.6"" Ноутбук Apple MacBook Air A2681, Apple M2 (8C CPU, 8C GPU), RAM 16 ГБ, SSD 256 ГБ, Apple M2, macOS, (Z15S000V2), Серый космос","6479,43",Прайм,https://ozon.by/product/13-6-noutbuk-apple-macbook-air-a2681-apple-m2-8c-cpu-8c-gpu-ram-16-gb-ssd-256-gb-apple-m2-999153122/?asb=yC4TKk01V2eG5Zx%252BRJvWnqvJsxR3S90woJn8aBH9djA%253D&asb2=bz2DjevpK4i0HPiLlCuA6HHhIt5wYFChTz0odx96VY6EwDUX8xD6sppn1_HqCseg&avtc=1&avte=2&avts=1685651807
"16"" Ноутбук Apple MacBook Pro, Apple M2 Pro (12C CPU, 19С GPU), RAM 16 ГБ 1000 ГБ, macOS, (MNWD3_RUSG), silver","12228,08",F5it,https://ozon.by/product/16-noutbuk-apple-macbook-pro-apple-m2-pro-12c-cpu-19s-gpu-ram-16-gb-1000-gb-macos-mnwd3-rusg-silver-995224945/?asb=qARmqwZr5ZfJpX2EsPQ30oLTHizTyyjA2RaVIhNLjLQ%253D&asb2=dfmc74s-cJauAE-zAttJypf9kk3h91q4jSDKttYwzxPCyl8IV9HCqniy4EUd5D2t&avtc=1&avte=4&avts=1685651807
"14"" Ноутбук Apple MacBook Pro, Apple M2 Max (12C CPU, 38С GPU), RAM 32 ГБ 1000 ГБ, macOS, (MPHK3_RUSG), silver","14133,84",F5it,https://ozon.by/product/14-noutbuk-apple-macbook-pro-apple-m2-max-12c-cpu-38s-gpu-ram-32-gb-1000-gb-macos-mphk3-rusg-silver-999890893/?asb=cWRr39B89CcSpElt4nav1f9fwo7xuGJJBEObGKv9Ak0%253D&asb2=kzF45iv3hbIU9jxgLiNjYUuwOr1qLXJQotXgydIGosVuqGYfwqWhSfYaJ9YlITvU&avtc=1&avte=4&avts=1685651807
"Ноутбук Apple MacBook Air 2022 M2, RAM 8 ГБ, SSD 512 ГБ, macOS, &lt;&lt;Старлайт&gt;&gt;","5658,50",TECHNO-WORLD,https://ozon.by/product/noutbuk-apple-macbook-air-2022-m2-ram-8-gb-ssd-512-gb-macos-lt-lt-starlayt-gt-gt-670816153/?asb=7SqO8luCQzmYAcSvjP8GStsnBWWjRo7eRVqsmE8mGco%253D&asb2=lJmy9B9sT_xnMbpAVN5ji31C_YsoHQGu0a3bmRXPzop2WgR_KAelIyaxCBmIyVkn&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Air 13, Apple M1 (8C CPU, 7C GPU), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (MGN63), Space Gray, Российская клавиатура","4134,44",Территория Электроники,https://ozon.by/product/13-3-noutbuk-apple-macbook-air-13-apple-m1-8c-cpu-7c-gpu-ram-8-gb-ssd-256-gb-apple-m1-macos-mgn63-774452511/?asb=Dx75%252F68c4SS40VREuaXIjZ9BrlmBcYU0s9x%252BvBarwoQ%253D&asb2=IRes8cZIvKS0n0n5j6DFACbErsiWHB-GyO5yvCxNROSWo2AeE7YtCO77_zLZHrw_&avtc=1&avte=4&avts=1685651807
"13.6"" Ноутбук Apple A2681, Apple M2 (3.5 ГГц), RAM 16 ГБ, SSD, macOS, (Z15S000V2), серый космос, Российская клавиатура","6310,43",Позитроника,https://ozon.by/product/13-6-noutbuk-apple-a2681-apple-m2-3-5-ggts-ram-16-gb-ssd-macos-z15s000v2-seryy-kosmos-827506257/?asb=F%252FPfEcGpTycab%252BpwyYlf4n1htQkcjuGYYoEgcUXOvTc%253D&asb2=EWb1vnoYbElcfImFZC5YPz3byNY2FN7MfOHsxQxxQkEExMnJ4PbZb8K1FAi86xm_&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple Apple MacBook Air 13’’ M1 Gold (Золотой) 8C CPU / 7C GPU / RAM 8 GB /  256GB SSD (MGND3LL/A), Apple M1 (3.2 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M1, macOS, (А2337), Gold, Английская клавиатура","3323,86",iSales,https://ozon.by/product/13-3-noutbuk-apple-apple-macbook-air-13-m1-gold-zolotoy-8c-cpu-7c-gpu-ram-8-gb-256gb-ssd-mgnd3ll-a-666045411/?asb=uCFXRs6o7RIZBZfN1Sk0%252BmshIf97TnIGCEK4PXvqA%252BU%253D&asb2=eY6VptlfQY4BciUGwUWA_Cc1rYdiUU13eMJv7IJ76WP1FqfOVECxKK98vnOS3C9Z&avtc=1&avte=2&avts=1685651807
"13.3"" Ноутбук Apple MacBook Pro 13"" 2022, M2, Apple M2 (3.5 ГГц), RAM 8 ГБ, SSD 256 ГБ, Apple M2, macOS, (MNEP3ZP/A), Silver, Английская клавиатура","4533,91",А Маркет,https://ozon.by/product/13-3-noutbuk-apple-macbook-pro-13-2022-m2-apple-m2-3-5-ggts-ram-8-gb-ssd-256-gb-apple-m2-921141129/?asb=LRcAfJOrDvj9fl56NyIsFmtEIu7FTA6kt6P9AZe2PuE%253D&asb2=UEgQdWCVIWhC8ncg7fLHugfi7bf_2xKXX_INvfdkxLagpDKYCntMu-Bf6EHbSjKh&avtc=1&avte=2&avts=1685651807
